"";"spalte";"TextBlock";"TopMargin";"indhold";"år";"samling"
"107";13;10;"13 1j10 74: Folketingets åbning. 14";"imidlertid ikke forstås eller løses isoleret, men må ses i sammenhæng med de øvrige samfundsområder. Med hensyn til lovgivningsinitiativer på disse felter henviser regeringen til den skriftlige del af åbningstalen. Som det har været tilfældet i de senere år, er denne opdeling fundet praktisk, men det understreges, at den skriftlige og mundtlige del må ses i sammenhæng.";"1974";"1"
"108";13;11;"13 1j10 74: Folketingets åbning. 14";"Efter indgående forhandlinger er der truffet aftale om et handelsarrangement mellem EF og Færøerne. Det er trådt i kraft den 1. september. Regeringen hilser dette resultat med tilfredshed. Aftalen sikrer næsten alle færøske eksportvarer samme behandling i forhold til EF som andre danske eksportvarer.";"1974";"1"
"109";13;12;"13 1j10 74: Folketingets åbning. 14";"Regeringen vil i samarbejde med landsrådet og de grønlandske kommuner fortsætte udviklingspolitikken i Grønland såvel med hensyn til øget grønlandsk indflydelse på egne anliggender som på det erhvervsmæssige, beskæftigelsesmæssige og uddannelsesmæssige område.";"1974";"1"
"110";13;13;"13 1j10 74: Folketingets åbning. 14";"Debatten om økonomi og beskæftigelse, skatter og boligproblemer får os ikke til at glemme, at disse ting snarere er midler end mål. Det er imidlertid af største vigtighed, at vort samfund kan give den enkelte tryghed i arbejdet og sørge for ordentlige boligforhold og en mindre tyngende skat. Det er det, fordi sund økonomi og ordnede forhold er betingelser for, at det enkelte menneske og den enkelte familie kan få bedre muligheder for at forme deres tilværelse, som de ønsker det. Det enkelte menneskes trivsel og udfoldelse er vedkommendes egen sag, men samfundet skal give det nødvendige tryghedsgrundlag og de nødvendige rammer, som det må være vores fælles ansvar at tilvejebringe.";"1974";"1"
"111";13;14;"13 1j10 74: Folketingets åbning. 14";"Til de nødvendige rammer hører efter";"1974";"1"
"112";15;1;"15 Iho 74: Folketingets åbning. 16";"15 Iho 74: Folketingets åbning. 16";"1974";"1"
"113";15;2;"15 Iho 74: Folketingets åbning. 16";"[Statsministcren.]";"1974";"1"
"114";15;3;"15 Iho 74: Folketingets åbning. 16";"regeringens opfattelse, at der gives den enkelte borger mere medindflydelse. Derfor må vi videre med en decentralisering og en forenkling af administrationen.";"1974";"1"
"115";15;4;"15 Iho 74: Folketingets åbning. 16";"Vi må bort fra, at fjerne autoriteter træffer afgørelser om de nære problemer. Det gælder arbejdsplads, børnenes skole, boligmiljø og meget mere. Det vil være et gennemgående sigte med regeringens arbejde, at der skal sikres den enkelte større indflydelse på de problemer, der direkte vedrører ham eller hende i hverdagen.";"1974";"1"
"116";15;5;"15 Iho 74: Folketingets åbning. 16";"Dette mål forenes godt med, at flere opgaver lægges ud til amt og kommuner, og med en fornuftig planlægning. Planer, som lægges i tide, og som er kendt af alle, kan skabe rammer, der giver bedre plads for selvstændigt initiativ og personlig fantasi og indsats.";"1974";"1"
"117";15;6;"15 Iho 74: Folketingets åbning. 16";"I dag, den 1. oktober, træder miljøreformen i kraft. Alle ønsker vi et renere miljø, renere luft og vand. De bestemmelser om forureningsbekæmpelse, der nu er truffet, vil regeringen føre ud i livet med største årvågenhed til gavn for helheden.";"1974";"1"
"118";15;7;"15 Iho 74: Folketingets åbning. 16";"Vi har et rigt samfund, men det rige samfund kan ikke bare blive ved med at kræve ind og solde op og smide væk. Genbrug er et begreb, der er kommet for at bli ve. Midt i vore alvorlige økonomiske problemer er det også værd at huske, at et samfunds velstand og trivsel ikke kun måles med nationalproduktets størrelse, med også ved de vilkår, som her bydes mennesker for at trives i arbejde og fritid.";"1974";"1"
"119";15;8;"15 Iho 74: Folketingets åbning. 16";"I den del af 1974, som ligger bag os, har folketinget opnået betydningsfulde resultater. Trods alle vanskeligheder er der gennemført en række nødvendige love. Især vil jeg pege på, at skattelovgivningen er ændret, så indkomstskatten er lettet. Statens udgiftsstigning vil blive bremset. Det er de første";"1974";"1"
"120";15;9;"15 Iho 74: Folketingets åbning. 16";"tegn på, at perspektivplanernes dystre spådomme ikke behøver at komme til at gå i opfyldelse.";"1974";"1"
"121";15;10;"15 Iho 74: Folketingets åbning. 16";"Nu begynder et nyt folketingsår, og nu skal vi videre. Skal det lykkes, kræves der en midtsøgende politik og et bredt samarbejde. Regeringen vil lægge op til en sådan politik og indbyde til et sådant samarbejde.";"1974";"1"
"122";15;11;"15 Iho 74: Folketingets åbning. 16";"Som jeg sagde til indledning, spørger mange i dag, om vore demokratiske arbejdsformer er tilstrækkelig hensigtsmæssige over for de problemer, der trænger sig på. Det er for os i denne sal en fælles opgave at vise, at vort demokrati kan fungere rigtigt. Det kan kun ske, hvis vi alle føler ansvar for ikke at så splid og rejse kunstige modsætninger.";"1974";"1"
"123";15;12;"15 Iho 74: Folketingets åbning. 16";"Jeg tror, at den følelse af ansvar over for opgaverne findes i vort folk. Derfor tror jeg også, den vil findes i folkets ting.";"1974";"1"
"124";15;13;"15 Iho 74: Folketingets åbning. 16";"De uafviselige opgaver ligger lige for.";"1974";"1"
"125";15;14;"15 Iho 74: Folketingets åbning. 16";"Vi skal genskabe fuld beskæftigelse.";"1974";"1"
"126";15;15;"15 Iho 74: Folketingets åbning. 16";"Vi skal skabe ligevægt i dansk økonomi. Vi skal bekæmpe inflationen.";"1974";"1"
"127";15;16;"15 Iho 74: Folketingets åbning. 16";"Disse opgaver må løses for at give gode vilkår til alle for at trives i arbejde og fritid.";"1974";"1"
"128";15;17;"15 Iho 74: Folketingets åbning. 16";"Disse opgaver kan kun løses gennem et samarbejde mellem alle de kræfter, der har en afgørende indflydelse på udviklingen.";"1974";"1"
"129";15;18;"15 Iho 74: Folketingets åbning. 16";"Regeringen indbyder til dette samarbejde.";"1974";"1"
"130";15;19;"15 Iho 74: Folketingets åbning. 16";"Det er vort håb, at alle ansvarlige såvel her i folketinget som udenfor vil tage imod denne indbydelse.";"1974";"1"
"131";15;20;"15 Iho 74: Folketingets åbning. 16";"Regeringen vil sætte alt ind på at formidle og lette samarbejdet til gavn for vores land.";"1974";"1"
"132";15;21;"15 Iho 74: Folketingets åbning. 16";"Skal vi indlede det nye arbejdsår med et trefoldigt leve for Danmark.";"1974";"1"
"133";15;22;"15 Iho 74: Folketingets åbning. 16";"Danmark leve!";"1974";"1"
"134";15;23;"15 Iho 74: Folketingets åbning. 16";"(Statsministerens opfordring besvaredes med et trefoldigt hurra).";"1974";"1"
"135";17;1;"Folketingets forhandlinger. (2) 17 Vlo 74: Folketingets åbning. 18";"Folketingets forhandlinger. (2) 17 Vlo 74: Folketingets åbning. 18";"1974";"1"
"136";17;3;"Folketingets forhandlinger. (2) 17 Vlo 74: Folketingets åbning. 18";"Formanden:";"1974";"1"
"137";17;4;"Folketingets forhandlinger. (2) 17 Vlo 74: Folketingets åbning. 18";"Jeg skal her udsætte mødet. Det genoptages i dag kl. 13.";"1974";"1"
"138";17;5;"Folketingets forhandlinger. (2) 17 Vlo 74: Folketingets åbning. 18";"Mødet udsat kl. 12.40.";"1974";"1"
"139";17;7;"Folketingets forhandlinger. (2) 17 Vlo 74: Folketingets åbning. 18";"Herefter forlod Hendes Majestæt Dronningen, Hans kongelige Højhed Prins Henrik og Hendes Majestæt Dronning Ingrid med følge samt repræsentanterne for højesteret gæstelogen, ledsaget af præsidiets medlemmer.";"1974";"1"
"140";17;9;"Folketingets forhandlinger. (2) 17 Vlo 74: Folketingets åbning. 18";"Skriftlig redegørelse af statsministeren i tilslutning til åbningstalen.";"1974";"1"
"141";17;10;"Folketingets forhandlinger. (2) 17 Vlo 74: Folketingets åbning. 18";"Statsministerens redegørelse i henhold til grundlovens § 38 afgives i en mundtlig og en skriftlig del.";"1974";"1"
"142";17;11;"Folketingets forhandlinger. (2) 17 Vlo 74: Folketingets åbning. 18";"Denne skriftlige del af redegørelsen er i sit indhold mere detaljeret end redegørelsens mundtlige del og omfatter bl.a. en kortfattet omtale af de lovforslag og forslag til folketingsbeslutning, som regeringen ved det nye folketingsårs begyndelse påregner at fremsætte i løbet af folketingsåret.";"1974";"1"
"143";17;12;"Folketingets forhandlinger. (2) 17 Vlo 74: Folketingets åbning. 18";"For at bidrage til en hensigtsmæssig tilrettelæggelse af lovgivningsarbejdet vil regeringen i løbet af de kommende dage fremsætte et betydeligt antal lovforslag, og regeringen er rede til i begyndelsen af folketingsåret at orientere om, hvornår de øvrige i redegørelsen omtalte regeringsforslag ventes fremsat i tinget.";"1974";"1"
"144";17;13;"Folketingets forhandlinger. (2) 17 Vlo 74: Folketingets åbning. 18";"ARBEJDSMINISTEREN:";"1974";"1"
"145";17;14;"Folketingets forhandlinger. (2) 17 Vlo 74: Folketingets åbning. 18";"For arbejdsministeriet vil hovedproblemet i den kommende tid være bekæmpelsen";"1974";"1"
"146";17;15;"Folketingets forhandlinger. (2) 17 Vlo 74: Folketingets åbning. 18";"af den voksende ledighed på arbejdsmarkedet. Det er nødvendigt at være opmærksom på en styrkelse af de arbejdsmarkedspolitiske virkemidler til at lette omstilling og tilpasning samt i det hele vilkårene på arbejdsmarkedet og samspillet imellem de enkelte midler.";"1974";"1"
"147";17;16;"Folketingets forhandlinger. (2) 17 Vlo 74: Folketingets åbning. 18";"Det er således vigtigt at forøge og støtte de lokale arbejdsformidlingskontorers muligheder for at yde en ekstra indsats.";"1974";"1"
"148";17;17;"Folketingets forhandlinger. (2) 17 Vlo 74: Folketingets åbning. 18";"Arbejdsmarkedsnævnene bør i højere grad end hidtil inddrages i ansvaret for opretholdelsen af beskæftigelsen inden for deres områder. Regeringen vil fremsætte forslag, som styrker nævnene med hensyn til opgaver og kompetence. Der må endvidere skabes forbedrede muligheder for, at ledighedsproblemerne for den særlig vanskeligt stillede arbejdskraft (egnsudviklings-områderne, langvarigt ledige m.v.) kan afhjælpes ikke bare ved iværksættelse af traditionelle beskæftigelsesarbejder, men tillige ved beskæftigelsesfremmende foranstalt-";"1974";"1"
"149";17;18;"Folketingets forhandlinger. (2) 17 Vlo 74: Folketingets åbning. 18";"ninger at anden art.";"1974";"1"
"150";17;19;"Folketingets forhandlinger. (2) 17 Vlo 74: Folketingets åbning. 18";"Også kapaciteten inden for arbejdsmarkedsuddannelserne må øges, og her er det især specialarbejderuddannelserne, der kan hjælpe med omskoling af arbejdskraft fra de mest truede områder til områder med bedre beskæftigelsesmuligheder. Eksportindustriens og importerstattende erhvervs behov for arbejdskraft bør i videst muligt omfang tilgodeses. Samtidig bør uddannelserne inden for de erhvervsområder, hvor lavkonjunkturen må betragtes som midlertidig, selvsagt opretholdes. Regeringen er indstillet på at søge tilvejebragt de bevillingsmæssige forudsætninger herfor.";"1974";"1"
"151";17;20;"Folketingets forhandlinger. (2) 17 Vlo 74: Folketingets åbning. 18";"Af særlig vigtighed er dernæst en fortsættelse af bestræbelserne på en forbedring af arbejdsmiljøet. Et tilfredsstillende arbejdsmiljø er af afgørende betydning for den enkeltes trivsel og indsats.";"1974";"1"
"152";17;21;"Folketingets forhandlinger. (2) 17 Vlo 74: Folketingets åbning. 18";"Forslag til lov om arbejdsmiljø, der ikke nåede at blive behandlet i sidste folketingsår, vil blive fremsat igen. Der tilsigtes skabt mulighed for en betydningsfuld udbygning af arbejderbeskyttelsen gennem yderligere";"1974";"1"
"153";19;1;"19 1/10 74: Skriftlig redegørelse af statsministeren. 20";"19 1/10 74: Skriftlig redegørelse af statsministeren. 20";"1974";"1"
"154";19;2;"19 1/10 74: Skriftlig redegørelse af statsministeren. 20";"[Statsministeren,]";"1974";"1"
"155";19;3;"19 1/10 74: Skriftlig redegørelse af statsministeren. 20";"forebyggelse af sundhedsfare, menneskeliggørelse af arbejdsforholdene inden for alle dele af arbejdslivet og større indflydelse for arbejdstagere i arbejdsmiljøspørgsmål både generelt og i den enkelte virksomhed. De langsigtede overvejelser i arbejdsmiljø-gruppen af 1972 vil blive søgt fremmet til afslutning i foråret 1975, så resultaterne kan udnyttes til udfyldning af den nye lovs rammer i nært samarbejde med arbejdsmarkedets parter.";"1974";"1"
"156";19;4;"19 1/10 74: Skriftlig redegørelse af statsministeren. 20";"Regeringen har med henblik på løbende at sikre tilstedeværelsen af det bedst mulige bedømmelsesgrundlag indledt et snævert samarbejde med de lokale arbejds-markedsnævn for at kunne følge udviklingen i beskæftigelsen i de forskellige dele af landet. Samtlige nævn er anmodet om kvartalsvis at ville fremkomme med en vurdering af beskæftigelsessituationen og forslag til egnede initiativer.";"1974";"1"
"157";19;5;"19 1/10 74: Skriftlig redegørelse af statsministeren. 20";"Det er planen at fremsætte følgende lovforslag:";"1974";"1"
"158";19;6;"19 1/10 74: Skriftlig redegørelse af statsministeren. 20";"Lov om arbejdsmiljø.";"1974";"1"
"159";19;7;"19 1/10 74: Skriftlig redegørelse af statsministeren. 20";"Genfremsættelse.";"1974";"1"
"160";19;8;"19 1/10 74: Skriftlig redegørelse af statsministeren. 20";"Ændring af lov om arbejdsformidling og arbejdsløshedsforsikring m.v.";"1974";"1"
"161";19;9;"19 1/10 74: Skriftlig redegørelse af statsministeren. 20";"På baggrund af en henvendelse til arbejdsministeriet fra Det arbejdsmarkedspolitiske Udvalg vil der blive fremsat forslag om en ændret arbejdsdeling mellem de lokale arbejdsformidlingskontorer, de lokale ar-b ej dsmarkedsnævn, arb ej dsdirektoratet, landsarbejdsnævnet og arbejdsministeriet, således at arbejdsmarkedsnævnene og landsarbejdsnævnet får tillagt større kompetence. Der vil muligvis også blive tale om ændringer som følge af endnu ikke afsluttede overvejelser i landsarbejdsnævnet.";"1974";"1"
"162";19;10;"19 1/10 74: Skriftlig redegørelse af statsministeren. 20";"BOLIGMINISTEREN:";"1974";"1"
"163";19;11;"19 1/10 74: Skriftlig redegørelse af statsministeren. 20";"I de boligpolitiske aftaler af 11. juni 1974 om en langsigtet boligløsning er der udtrykt enighed om, at det vil være en rimelig målsætning at søge tilvejebragt en stabil boligproduktion på ca. 40.000 enheder årligt.";"1974";"1"
